show_id,type,title,director,cast,country,agerating,duration,listed_in,description,platform
s8441,Movie,Nazi Concentration Camps,George Stevens,unknown,United States,TV-MA,59 min,"Classic Movies, Documentaries","Shocking footage shows Nazi concentration camps after liberation, including Buchenwald and Ohrdruf, where Gen. Eisenhower ordered local Nazis to tour.",Netflix
s8442,TV Show,Nazi Mega Weapons,unknown,unknown,United States,TV-PG,3 Seasons,Docuseries,"This documentary series examines Nazi Germany's military hardware, defenses and technology, including fortifications, U-boats and ballistic missiles.",Netflix
s8443,Movie,Neruda,Pablo Larraín,"Luis Gnecco, Gael García Bernal, Mercedes Morán, Emilio Gutiérrez Caba, Diego Muñoz, Alejandro Goic, Pablo Derqui, Marcelo Alonso","Chile, Argentina, France, Spain, United States",R,108 min,"Dramas, International Movies","When a Chilean policeman vows to find and capture leftist poet Pablo Neruda, a game of cat and mouse ensues that tests both their wills.",Netflix
s8444,Movie,Never Heard,Josh Webber,"Romeo Miller, David Banner, Robin Givens, Karrueche Tran, Dijon Talton, Dorien Wilson, Karen Abercrombie, Kandi Burruss, Brian White, Jackie Long",United States,TV-PG,89 min,"Dramas, Faith & Spirituality","As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life.",Netflix
s8445,Movie,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,"David Attenborough, Johan Rockström",United States,TV-PG,74 min,Documentaries,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,Netflix
s8446,TV Show,Bonkers,unknown,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger","United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines",TV-G,1 Season,"Animation, Comedy, Kids",A washed-up cartoon star begins a new life as the first toon cop in Hollywood.,Disney+
s8447,Movie,New York Minute,Dennie Gordon,"Mary-Kate Olsen, Ashley Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne",United States,PG,91 min,"Children & Family Movies, Comedies","When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.",Netflix
s8448,Movie,Newtown,Kim A. Snyder,unknown,United States,NR,84 min,Documentaries,"This intimate portrait sheds light on the trauma experienced and strength displayed by those affected by the 2012 massacre in Newtown, Connecticut.",Netflix
s8449,Movie,Next,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti",United States,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.,Netflix
s8450,Movie,Nibunan,Arun Vaidyanathan,"Arjun, Prasanna, Varalakshmi Sarathkumar, Sruthi Hariharan, Vaibhav Reddy, Suman, Suhasini, Krishna Sekhar",India,TV-14,124 min,"Action & Adventure, Dramas, International Movies","With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way.",Netflix
s8451,Movie,Night Comes On,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Nastashia Fuller, Angel Bismark Curiel, John Earl Jelks, Max Casella, James McDaniel, Cymbal Byrd",United States,TV-MA,87 min,"Dramas, Independent Movies",A teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother's murder.,Netflix
s8452,Movie,Night Moves,Kelly Reichardt,"Jesse Eisenberg, Dakota Fanning, Peter Sarsgaard, Alia Shawkat, Logan Miller, Kai Lennox, Katherine Waterston, James Le Gros",United States,R,113 min,"Dramas, Independent Movies, Thrillers",A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.,Netflix
s8453,Movie,Nightcrawler,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm, Michael Hyatt, Ann Cusack, Marco Rodriguez, Michael Papajohn, Kent Shocknek, James Huang",United States,R,118 min,"Dramas, Independent Movies, Thrillers",A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.,Netflix
s8454,TV Show,"Nightmare Tenants, Slum Landlords",unknown,Wendi Peters,unknown,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.,Netflix
s8455,Movie,Nights in Rodanthe,George C. Wolfe,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis, Becky Ann Baker, Scott Glenn, Linda Molloy, Pablo Schreiber, Mae Whitman, Charlie Tahan","United States, Australia",PG-13,97 min,"Dramas, Romantic Movies","When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever.",Netflix
s8456,TV Show,Ninja Hattori,unknown,"Junko Hori, Masako Sugaya, Yuko Mita, Kaneta Kimotsuki, Kenichi Ogata, Eiko Yamada, Yuzuru Fujimoto, Yuri Nashiwa, Runa Akiyama, Issei Futamata",Japan,TV-Y7,1 Season,"Anime Series, Kids' TV","Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja.",Netflix
s8457,Movie,Boundin',Bud Luckey,Bud Luckey,United States,G,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.,Disney+
s8458,TV Show,Feel Good,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",United Kingdom,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety.",Netflix
s8459,TV Show,Ninja Turtles: The Next Mutation,unknown,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong","Canada, United States",TV-G,1 Season,"Kids' TV, TV Comedies",Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.,Netflix
s8460,Movie,No Entry,Anees Bazmee,"Anil Kapoor, Salman Khan, Fardeen Khan, Bipasha Basu, Lara Dutta, Esha Deol, Celina Jaitly, Boman Irani",India,TV-PG,161 min,"Comedies, International Movies","After a prank goes sideways, three buddies find their relationships  – with women and each other – tested in unexpected ways.",Netflix
s8461,Movie,No Estoy Loca,Nicolás López,"Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen, Gabriela Hernandez, Fernanda Urrejola, Luis Pablo Román, Loreto Aravena, Ariel Levy, Ignacia Allamand, Ramón Llao",Chile,TV-MA,116 min,"Comedies, Dramas, International Movies",A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.,Netflix
s8462,Movie,No Reservations,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe",United States,PG,104 min,"Comedies, Romantic Movies","Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",Netflix
s8463,TV Show,Nobel,unknown,"Aksel Hennie, Tuva Novotny, Anders Danielsen Lie, Mads Sjøgård Pettersen, Danica Curcic, Christian Rubeck, Odd Magnus Williamson, Mattis Herman Nyquist, Hallvard Holmen, Atheer Adel, Mohammad-Ali Behboudi, Ayesha Wolasmal, Ramin Yazdani, Rolf Kristian Larsen, Dennis Storhøi",Norway,R,1 Season,"International TV Shows, TV Dramas, TV Thrillers",A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.,Netflix
s8464,Movie,Norm of the North: Family Vacation,Anthony Bell,"Andrew Toth, Lisa Durupt, Jonathan Holmes, Paul Dobson, Cole Howard, Brian Drummond, Jennifer Cameron",United States,TV-Y7,89 min,Children & Family Movies,"Stressed by his duties as king and father, Norm must secretly find his stolen crown while taking his family on a much-needed vacation.",Netflix
s8465,Movie,Norm of the North: Keys to the Kingdom,Tim Maltby,"Andrew Toth, Cole Howard, Maya Kay, Jennifer Cameron, Alan Marriott, Lee Tockar, Brian Drummond","India, United States",TV-PG,92 min,Children & Family Movies,"When Norm the polar bear is framed for a crime he didn’t commit, his friends step up to help him clear his name.",Netflix
s8466,Movie,Norm of the North: King Sized Adventure,"Richard Finn, Tim Maltby","Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson","United States, India, South Korea, China",TV-PG,90 min,"Children & Family Movies, Comedies","Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first.",Netflix
s8467,TV Show,North & South,unknown,"Daniela Denby-Ashe, Richard Armitage, Tim Pigott-Smith, Sinéad Cusack, Lesley Manville, Brendan Coyle, Anna Maxwell Martin, Jo Joyner, Pauline Quirke, Kay Lyon",United Kingdom,NR,1 Season,"British TV Shows, Romantic TV Shows, TV Dramas","When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings.",Netflix
s8468,Movie,Not Alone,"Kiki Goshay, Jacqueline Monetta",unknown,United States,TV-14,50 min,Documentaries,An 18-year-old struggling to understand her best friend's suicide talks to teenagers who have grappled with mental illness and suicidal thoughts.,Netflix
s8469,Movie,You vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",unknown,TV-G,106 min,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",Netflix
s8470,TV Show,Drain the Oceans,unknown,Russell Boulter,"United Kingdom, Australia",TV-PG,4 Seasons,"Docuseries, Historical",Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,Disney+
s8471,Movie,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,George Ford,unknown,unknown,TV-G,60 min,Movies,"The first of its kind in UHD 4K, with the clearest picture available, a real fireplace sparks and crackles, adding warmth and atmosphere to any home.",Netflix
s8472,TV Show,Boy Meets World,unknown,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",United States,TV-PG,7 Seasons,"Comedy, Coming of Age, Family","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school.",Disney+
s8473,Movie,NOVA: Bird Brain,unknown,Craig Sechler,United States,TV-G,53 min,"Children & Family Movies, Documentaries",Scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle-solving crows to parrots with a sense of time.,Netflix
s8474,Movie,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,Janna Levin,United States,TV-G,113 min,Documentaries,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race.",Netflix
s8475,Movie,NOVA: Building Chernobyl's MegaTomb,Martin Gorst,Eric Meyers,United States,TV-PG,53 min,Documentaries,"Thirty years after Chernobyl’s nuclear disaster, engineers race against time to complete a new dome to contain the reactor’s lethal radiation.",Netflix
s8476,Movie,NOVA: Chinese Chariot Revealed,Giulia Clark,Eric Meyers,United States,TV-PG,54 min,Documentaries,"The chariot dominated Chinese warfare for millennia. Now, a team of experts is building their own and unlocking its many secrets.",Netflix
s8477,Movie,NOVA: Day the Dinosaurs Died,Sarah Holt,Craig Sechler,United States,TV-PG,53 min,Documentaries,"Drilling into the impact crater of the asteroid that wiped out the dinosaurs, a group of scientists unearths new evidence about the catastrophic event.",Netflix
s8478,Movie,NOVA: Death Dive to Saturn,Terri Randall,Craig Sechler,United States,TV-G,54 min,Documentaries,"After decades of amazing discoveries, spacecraft Cassini embarks on its final – and most daring – mission: a dive below Saturn’s rings.",Netflix
s8479,Movie,NOVA: Decoding the Weather Machine,Doug Hamilton,Jay O. Sanders,United States,TV-14,113 min,Documentaries,"Scientists investigate Earth’s climate machine, looking for clues across the globe, from Greenland’s ice sheet to the desert of Australia.",Netflix
s8480,Movie,NOVA: Eclipse Over America,Martin Gorst,unknown,United States,TV-G,53 min,Documentaries,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms.",Netflix
s8481,Movie,NOVA: Extreme Animal Weapons,Peter Fison,Doug Averill,United States,TV-PG,53 min,Documentaries,"From huge tusks to giant horns, some animals sport weaponry that’s larger than life. Researchers explain the science behind this biological arms race.",Netflix
s8482,Movie,NOVA: First Face of America,Graham Townsley,Jay O. Sanders,United States,TV-PG,53 min,Documentaries,"During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America.",Netflix
s8483,Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom",PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,Disney+
s8484,Movie,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,George Ford,unknown,unknown,TV-G,60 min,Movies,"For the first time in 4K Ultra-HD, everyone's favorite Yuletide fireplace snaps and crackles in crystal clear, high-def holiday warmth.",Netflix
s8485,Movie,NOVA: Holocaust Escape Tunnel,"Paula Apsell, Kirk Wolfinger",unknown,United States,TV-14,54 min,Documentaries,"At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners.",Netflix
s8486,Movie,NOVA: Killer Floods,unknown,Craig Sechler,United States,TV-PG,54 min,Documentaries,Scientists search for evidence left behind by the world’s greatest floods and predict if climate change will cause even greater aquatic disasters.,Netflix
s8487,Movie,NOVA: Killer Hurricanes,Oliver Twinch,Craig Sechler,United States,TV-PG,52 min,Documentaries,"Scientists research the world’s deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future.",Netflix
